이닝,공격팀구분,타자명,투수명,투구ID,상대타석내구수,구종(stuff),구속(speed),좌우위치(crossPlateX),상하위치(crossPlateY),S존상단(topSz),S존하단(bottomSz),타자타석방향(stance),초속X(vx0),초속Y(vy0),초속Z(vz0),가속도X(ax),가속도Y(ay),가속도Z(az),텍스트로그
1,Away,황영묵,올러,260506_183017,1,직구,151.0,-1.21022,0.7083,3.272,1.587,L,5.53649,-135.717,-3.13678,-15.4778,28.1269,-19.2878,황영묵 : 좌익수 플라이 아웃
1,Away,페라자,올러,260506_183234,1,직구,152.0,0.043483,0.7083,3.25,1.576,L,7.93147,-136.523,-4.69569,-16.8254,28.4538,-17.0735,페라자 : 3루수 파울플라이 아웃
1,Away,문현빈,올러,260506_183321,1,직구,150.0,0.094586,0.7083,3.17,1.537,L,7.52432,-135.041,-5.78251,-13.1513,28.9214,-18.0463,문현빈 : 좌익수 플라이 아웃
1,Away,황영묵,올러,260506_183032,2,직구,150.0,-0.312954,0.7083,3.272,1.587,L,6.67064,-134.673,-5.67394,-13.9483,27.3671,-15.4349,황영묵 : 좌익수 플라이 아웃
1,Away,문현빈,올러,260506_183338,2,직구,151.0,-0.320692,0.7083,3.17,1.537,L,6.05265,-135.328,-4.91869,-11.7935,31.3111,-16.6709,문현빈 : 좌익수 플라이 아웃
1,Away,황영묵,올러,260506_183051,3,직구,151.0,-0.876928,0.7083,3.272,1.587,L,5.12735,-134.832,-2.30541,-13.4145,24.7141,-20.6795,황영묵 : 좌익수 플라이 아웃
1,Away,황영묵,올러,260506_183110,4,직구,151.0,0.143088,0.7083,3.272,1.587,L,7.71292,-135.28,-3.04135,-13.051,28.9293,-18.7949,황영묵 : 좌익수 플라이 아웃
1,Away,황영묵,올러,260506_183136,5,직구,152.0,0.595762,0.7083,3.272,1.587,L,8.87832,-136.331,-2.65491,-13.1323,26.5431,-16.1954,황영묵 : 좌익수 플라이 아웃
1,Away,황영묵,올러,260506_183157,6,직구,153.0,0.207801,0.7083,3.272,1.587,L,8.01301,-136.777,-5.71571,-14.5659,28.1238,-14.1562,황영묵 : 좌익수 플라이 아웃
1,Home,박재현,류현진,260506_183608,1,직구,139.0,-0.847804,0.7083,3.329,1.615,L,-7.93196,-123.539,-6.52849,12.3077,26.2604,-16.3695,박재현 : 1루수 땅볼 아웃 (1루수 1루 터치아웃)
1,Home,김호령,류현진,260506_183645,1,직구,141.0,0.089155,0.7083,3.311,1.606,R,-7.09104,-126.525,-5.95764,16.1389,28.6039,-20.1253,김호령 : 3루수 번트 아웃 (3루수->1루수 송구아웃)
1,Home,김선빈,류현진,260506_183817,1,직구,143.0,0.893891,0.7083,3.045,1.477,R,-4.63932,-128.157,-6.24073,13.1409,27.6449,-13.8276,김선빈 : 볼넷
1,Home,김도영,류현진,260506_184003,1,직구,144.0,-0.557992,0.7083,3.342,1.621,R,-7.18757,-128.23,-5.31092,10.757,26.4605,-15.9363,김도영 : 좌익수 왼쪽 2루타
1,Home,아데를린,류현진,260506_184058,1,커브,110.0,0.566911,0.7083,3.453,1.675,R,-0.226321,-98.9114,5.23522,-6.82519,20.0031,-42.3615,아데를린 : 삼진 아웃
1,Home,김호령,류현진,260506_183703,2,직구,143.0,-0.614094,0.7083,3.311,1.606,R,-7.83928,-127.731,-2.82186,13.9964,26.0444,-20.3298,김호령 : 3루수 번트 아웃 (3루수->1루수 송구아웃)
1,Home,김선빈,류현진,260506_183834,2,직구,143.0,-1.1153,0.7083,3.045,1.477,R,-8.93747,-127.793,-8.83842,12.9437,24.0614,-12.6453,김선빈 : 볼넷
1,Home,아데를린,류현진,260506_184117,2,체인지업,129.0,-0.675506,0.7083,3.453,1.675,R,-8.021,-115.5,-4.62107,14.1775,21.574,-19.5276,아데를린 : 삼진 아웃
1,Home,김선빈,류현진,260506_183850,3,직구,143.0,0.642336,0.7083,3.045,1.477,R,-4.83136,-128.688,-4.84117,11.6114,29.053,-16.7906,김선빈 : 볼넷
1,Home,아데를린,류현진,260506_184137,3,체인지업,127.0,1.15216,0.7083,3.453,1.675,R,-5.0464,-113.754,-2.58152,14.8543,19.6574,-24.4864,아데를린 : 삼진 아웃
1,Home,김선빈,류현진,260506_183908,4,직구,143.0,1.12984,0.7083,3.045,1.477,R,-4.40354,-129.146,-5.00689,14.2568,27.3835,-12.5428,김선빈 : 볼넷
1,Home,아데를린,류현진,260506_184200,4,직구,146.0,-0.793002,0.7083,3.453,1.675,R,-8.77821,-130.755,-6.19837,15.6699,28.4216,-15.637,아데를린 : 삼진 아웃
1,Home,김선빈,류현진,260506_183926,5,직구,141.0,0.561772,0.7083,3.045,1.477,R,-4.89229,-126.57,-1.69698,11.8504,24.8783,-14.6631,김선빈 : 볼넷
1,Home,아데를린,류현진,260506_184224,5,체인지업,128.0,1.07049,0.7083,3.453,1.675,R,-4.34571,-114.903,-5.49833,11.0478,19.6246,-19.0031,아데를린 : 삼진 아웃
2,Away,강백호,올러,260506_184435,1,직구,150.0,-1.57336,0.7083,3.333,1.616,L,3.74279,-134.623,0.31225,-13.2126,28.7453,-23.7613,강백호 : 볼넷
2,Away,노시환,올러,260506_184832,1,직구,150.0,0.261015,0.7083,3.364,1.631,R,7.79351,-134.136,-2.95379,-12.2952,25.479,-20.0267,노시환 : 좌익수 앞 1루타
2,Away,김태연,올러,260506_184945,1,직구,151.0,-0.574428,0.7083,3.232,1.568,R,6.53027,-135.214,-3.26049,-15.0858,30.1344,-21.9711,김태연 : 3루수 희생번트 아웃 (3루수->2루수 1루 터치아웃)
2,Away,이원석,올러,260506_185026,1,슬라이더,135.0,-0.128497,0.7083,3.278,1.59,R,3.46318,-120.439,1.33627,12.6794,25.2048,-38.0263,이원석 : 3루수 앞 땅볼로 출루
2,Away,최재훈,올러,260506_185344,1,직구,150.0,-0.348224,0.7083,3.261,1.582,R,6.55961,-134.783,-1.54797,-13.0176,27.0095,-20.3178,최재훈 : 볼넷
2,Away,N/A,올러,260506_185535,1,슬라이더,135.0,-0.132761,0.7083,3.36,1.63,R,2.88022,-121.331,0.419951,15.1327,23.1366,-39.3358,
2,Away,황영묵,올러,260506_185908,1,직구,152.0,-0.085407,0.7083,3.272,1.587,L,8.02621,-136.081,-8.1511,-16.5264,29.897,-15.3888,황영묵 : 좌익수 플라이 아웃
2,Away,강백호,올러,260506_184454,2,커브,130.0,-1.59058,0.7083,3.333,1.616,L,0.521984,-116.325,4.55136,6.90769,18.7695,-49.6463,강백호 : 볼넷
2,Away,이원석,올러,260506_185217,2,직구,150.0,-0.193449,0.7083,3.278,1.59,R,7.95065,-134.342,-2.4898,-15.8316,27.608,-18.985,이원석 : 3루수 앞 땅볼로 출루
2,Away,최재훈,올러,260506_185406,2,직구,150.0,-0.043268,0.7083,3.261,1.582,R,6.86689,-134.58,-0.747618,-11.6275,29.0513,-19.1957,최재훈 : 볼넷
2,Away,N/A,올러,260506_185556,2,직구,152.0,-0.651136,0.7083,3.36,1.63,R,6.09118,-136.099,-2.71109,-13.742,28.9606,-15.1643,
2,Away,황영묵,올러,260506_185927,2,체인지업,139.0,0.161792,0.7083,3.272,1.587,L,8.7564,-124.129,-3.52149,-13.8491,21.9849,-31.9415,황영묵 : 좌익수 플라이 아웃
2,Away,강백호,올러,260506_184519,3,직구,151.0,-0.618552,0.7083,3.333,1.616,L,6.61994,-135.37,-4.70758,-14.552,28.3845,-14.9042,강백호 : 볼넷
2,Away,이원석,올러,260506_185241,3,슬라이더,137.0,0.255948,0.7083,3.278,1.59,R,4.39078,-123.299,1.10324,11.6449,23.8104,-39.5058,이원석 : 3루수 앞 땅볼로 출루
2,Away,최재훈,올러,260506_185432,3,슬라이더,134.0,0.180615,0.7083,3.261,1.582,R,4.12614,-120.084,4.0049,11.4662,21.1552,-43.133,최재훈 : 볼넷
2,Away,N/A,올러,260506_185620,3,직구,152.0,0.071325,0.7083,3.36,1.63,R,7.86829,-135.503,-3.31717,-13.5759,28.8679,-14.1784,
2,Away,황영묵,올러,260506_185949,3,체인지업,141.0,-1.12937,0.7083,3.272,1.587,L,5.46544,-125.63,-2.45974,-10.5205,22.557,-29.4001,황영묵 : 좌익수 플라이 아웃
2,Away,강백호,올러,260506_184540,4,커브,132.0,-0.22154,0.7083,3.333,1.616,L,3.78708,-118.464,4.59726,5.33834,21.7111,-50.3738,강백호 : 볼넷
2,Away,최재훈,올러,260506_185455,4,직구,150.0,0.509978,0.7083,3.261,1.582,R,8.66622,-133.565,-9.32393,-12.4813,26.5315,-15.4267,최재훈 : 볼넷
2,Away,N/A,올러,260506_185649,4,슬라이더,139.0,1.38397,0.7083,3.36,1.63,R,6.7699,-124.204,-4.44801,10.9146,24.1656,-39.7378,
2,Away,황영묵,올러,260506_190012,4,직구,152.0,0.291938,0.7083,3.272,1.587,L,8.72119,-135.928,-4.68701,-15.4214,28.2594,-18.4438,황영묵 : 좌익수 플라이 아웃
2,Away,강백호,올러,260506_184610,5,직구,153.0,-0.343153,0.7083,3.333,1.616,L,6.9047,-136.366,-6.4084,-13.3503,27.3201,-15.3098,강백호 : 볼넷
2,Away,N/A,올러,260506_185720,5,슬라이더,136.0,-0.212892,0.7083,3.36,1.63,R,3.00701,-121.77,0.458596,14.138,23.4315,-44.7106,
2,Away,강백호,올러,260506_184634,6,슬라이더,139.0,0.463649,0.7083,3.333,1.616,L,4.87606,-124.366,0.348118,12.3424,24.5367,-38.2634,강백호 : 볼넷
2,Away,N/A,올러,260506_185754,6,직구,152.0,0.293113,0.7083,3.36,1.63,R,8.72908,-136.194,-5.76069,-15.3897,26.0936,-17.3431,
2,Away,강백호,올러,260506_184725,7,슬라이더,136.0,-2.26312,0.7083,3.333,1.616,L,-1.01289,-121.52,8.7466,10.5796,23.737,-48.3895,강백호 : 볼넷
2,Away,강백호,올러,260506_184751,8,직구,152.0,-1.04152,0.7083,3.333,1.616,L,4.72844,-136.236,-2.53691,-11.1344,26.9711,-17.8674,강백호 : 볼넷
2,Home,나성범,류현진,260506_190238,1,직구,141.0,-0.085924,0.7083,3.344,1.622,L,-6.13702,-126.503,-4.44412,13.061,24.6132,-14.9656,나성범 : 삼진 아웃
2,Home,데일,류현진,260506_190435,1,직구,144.0,0.683671,0.7083,3.461,1.678,R,-5.05811,-128.916,-4.49918,12.6447,26.5795,-13.7454,데일 : 삼진 아웃
2,Home,한준수,류현진,260506_190544,1,커터,134.0,-0.368083,0.7083,3.391,1.645,L,-4.53765,-120.855,-0.671339,-0.470261,20.5601,-25.6321,한준수 : 좌중간 2루타
2,Home,박민,류현진,260506_190959,1,커브,111.0,-1.12592,0.7083,3.382,1.64,R,-2.92742,-99.3294,2.00489,-7.38618,17.7043,-42.5445,박민 : 유격수 땅볼 아웃 (유격수->1루수 송구아웃)
2,Home,나성범,류현진,260506_190255,2,직구,141.0,0.65399,0.7083,3.344,1.622,L,-3.54214,-126.467,-1.68331,7.94608,24.8872,-14.7145,나성범 : 삼진 아웃
2,Home,데일,류현진,260506_190454,2,커브,110.0,-0.033427,0.7083,3.461,1.678,R,-1.07243,-98.8837,4.98981,-6.39953,18.0346,-42.2819,데일 : 삼진 아웃
2,Home,한준수,류현진,260506_190601,2,커터,134.0,0.480553,0.7083,3.391,1.645,L,-3.51277,-120.77,-3.79221,1.01629,19.6353,-24.5436,한준수 : 좌중간 2루타
2,Home,박민,류현진,260506_191020,2,직구,144.0,0.016181,0.7083,3.382,1.64,R,-6.51623,-129.13,-4.55986,12.0983,27.8765,-15.294,박민 : 유격수 땅볼 아웃 (유격수->1루수 송구아웃)
2,Home,나성범,류현진,260506_190312,3,커터,135.0,0.021546,0.7083,3.344,1.622,L,-2.73613,-121.633,-2.09568,-4.95134,19.9826,-23.365,나성범 : 삼진 아웃
2,Home,데일,류현진,260506_190512,3,커터,135.0,-0.170003,0.7083,3.461,1.678,R,-4.06529,-120.92,-5.99761,-0.96865,17.5495,-23.1715,데일 : 삼진 아웃
2,Home,한준수,류현진,260506_190619,3,직구,144.0,-0.614215,0.7083,3.391,1.645,L,-7.61803,-128.67,-6.40551,14.0825,24.6678,-14.5381,한준수 : 좌중간 2루타
2,Home,나성범,류현진,260506_190347,4,커터,135.0,-0.64443,0.7083,3.344,1.622,L,-4.46518,-121.865,-0.466721,-2.56436,20.8819,-23.7564,나성범 : 삼진 아웃
2,Home,한준수,류현진,260506_190636,4,커터,136.0,-1.30981,0.7083,3.391,1.645,L,-6.83795,-122.328,-2.82975,0.758362,19.4544,-23.4102,한준수 : 좌중간 2루타
2,Home,나성범,류현진,260506_190404,5,커터,136.0,-0.463839,0.7083,3.344,1.622,L,-4.18559,-121.991,-2.41665,-2.213,21.6451,-20.6732,나성범 : 삼진 아웃
2,Home,한준수,류현진,260506_190653,5,직구,143.0,-0.362659,0.7083,3.391,1.645,L,-7.9401,-128.315,-5.89158,17.7735,26.4518,-13.5036,한준수 : 좌중간 2루타
2,Home,한준수,류현진,260506_190718,6,체인지업,131.0,0.877949,0.7083,3.391,1.645,L,-4.52217,-117.799,-2.94607,12.6505,24.0649,-20.0655,한준수 : 좌중간 2루타
2,Home,한준수,류현진,260506_190755,7,커브,115.0,0.252048,0.7083,3.391,1.645,L,-1.13533,-103.278,2.72959,-5.63769,19.5623,-44.9684,한준수 : 좌중간 2루타
2,Home,한준수,류현진,260506_190820,8,커터,135.0,-0.442235,0.7083,3.391,1.645,L,-5.58278,-121.271,-4.3158,2.54898,23.1363,-29.3974,한준수 : 좌중간 2루타
2,Home,한준수,류현진,260506_190847,9,커터,138.0,-1.83084,0.7083,3.391,1.645,L,-8.76848,-123.556,-6.50145,4.22656,21.7228,-21.43,한준수 : 좌중간 2루타
2,Home,한준수,류현진,260506_190910,10,직구,145.0,-0.252989,0.7083,3.391,1.645,L,-7.52389,-130.57,-4.45161,16.564,30.4521,-18.2598,한준수 : 좌중간 2루타
3,Away,페라자,올러,260506_191233,1,슬라이더,135.0,-0.270544,0.7083,3.25,1.576,L,3.76031,-120.94,3.48746,9.22103,23.4839,-43.6491,페라자 : 3루수 파울플라이 아웃
3,Away,N/A,올러,260506_191324,1,커브,131.0,1.07191,0.7083,3.17,1.537,L,6.7071,-117.533,-1.96792,5.07255,21.1284,-47.2983,
3,Away,강백호,올러,260506_191433,1,슬라이더,137.0,0.077585,0.7083,3.333,1.616,L,4.04888,-122.581,-1.51613,11.6373,22.8721,-42.4661,강백호 : 삼진 아웃
3,Away,노시환,올러,260506_191645,1,커브,133.0,0.921984,0.7083,3.364,1.631,R,6.14141,-118.655,-2.75991,5.01276,22.8155,-50.4907,노시환 : 좌익수 플라이 아웃
3,Away,페라자,올러,260506_191250,2,슬라이더,135.0,0.278863,0.7083,3.25,1.576,L,4.09329,-120.856,3.31697,11.8063,22.5369,-47.2802,페라자 : 3루수 파울플라이 아웃
3,Away,N/A,올러,260506_191341,2,직구,151.0,-0.208858,0.7083,3.17,1.537,L,6.81759,-134.844,-5.2963,-12.8323,26.8936,-17.2075,
3,Away,강백호,올러,260506_191449,2,체인지업,140.0,0.531109,0.7083,3.333,1.616,L,8.86383,-125.205,-4.97909,-10.676,23.8857,-36.3527,강백호 : 삼진 아웃
3,Away,노시환,올러,260506_191706,2,슬라이더,136.0,1.34124,0.7083,3.364,1.631,R,6.56636,-121.64,0.096681,11.3339,23.3213,-40.629,노시환 : 좌익수 플라이 아웃
3,Away,강백호,올러,260506_191509,3,직구,151.0,-1.41525,0.7083,3.333,1.616,L,4.60552,-135.382,0.903717,-13.2111,26.7404,-22.3539,강백호 : 삼진 아웃
3,Away,노시환,올러,260506_191726,3,직구,151.0,1.24284,0.7083,3.364,1.631,R,10.7486,-135.097,-8.21825,-14.8735,25.98,-12.8611,노시환 : 좌익수 플라이 아웃
3,Away,강백호,올러,260506_191529,4,직구,151.0,-0.218776,0.7083,3.333,1.616,L,6.55458,-134.688,-3.78626,-9.35517,24.8102,-18.5216,강백호 : 삼진 아웃
3,Away,노시환,올러,260506_191748,4,직구,151.0,-0.064943,0.7083,3.364,1.631,R,7.29065,-135.047,-5.97491,-12.6879,26.0628,-12.6957,노시환 : 좌익수 플라이 아웃
3,Away,강백호,올러,260506_191550,5,직구,152.0,-0.104027,0.7083,3.333,1.616,L,7.82427,-136.033,-2.88183,-15.0931,26.9587,-20.6303,강백호 : 삼진 아웃
3,Away,노시환,올러,260506_191812,5,직구,153.0,0.621885,0.7083,3.364,1.631,R,9.87539,-136.912,-2.99352,-17.9385,29.1899,-18.7504,노시환 : 좌익수 플라이 아웃
3,Away,강백호,올러,260506_191615,6,직구,153.0,0.262815,0.7083,3.333,1.616,L,8.73555,-136.391,-5.80045,-18.0541,28.9263,-12.0882,강백호 : 삼진 아웃
3,Away,노시환,올러,260506_191847,6,직구,153.0,-0.287491,0.7083,3.364,1.631,R,7.43949,-136.78,-3.69627,-16.8678,28.0937,-16.4075,노시환 : 좌익수 플라이 아웃
